Name,Isomeric SMILES,Model,BetaT,GammaT,BetaV,GammaV,Fij,Tred_0,Tred_0_1,Tred_0_2,Tred_0_3,Tred_0_4,Tred_0_5,Tred_0_6,Tred_0_7,Tred_0_8,Tred_0_9,Tred_1,Dred_0,Dred_0_1,Dred_0_2,Dred_0_3,Dred_0_4,Dred_0_5,Dred_0_6,Dred_0_7,Dred_0_8,Dred_0_9,Dred_1
Water/Octane                                              [H2O/C8],O.CCCCCCCC,KW0,1,0.662072469,1,0.599484191,0,568.74,539.4471939,518.4051447,505.6138524,501.073317,504.7835386,516.744517,536.9562524,565.4187447,602.1319939,647.096,2.031,2.374743869,2.809245995,3.367271328,4.096263289,5.065519841,6.375888657,8.169383099,10.6252706,13.89625365,17.873728
Water/Nonane                                              [H2O/C9],O.CCCCCCCCC,KW0,1,1,1,1,0,594.55,599.7044874,604.8812221,610.080204,615.3014331,620.5449095,625.8106331,631.098604,636.4088221,641.7412874,647.096,1.81,2.052343993,2.35032779,2.723603556,3.201926866,3.832496842,4.694740626,5.933120535,7.840082545,11.10898399,17.873728
Water/Decane                                              [H2O/C10],O.CCCCCCCCCC,KW0,1.114625565,0.740416402,1,0.551405318,0,617.7,598.5037464,580.4579501,565.1993772,554.2201255,548.883263,550.4364796,560.0240424,578.6972939,607.4238975,647.096,1.64,1.932090153,2.306430998,2.795291462,3.447127512,4.336009681,5.576156469,7.34099999,9.873084205,13.41782198,17.873728
Toluene/Octane                                            [TOL/C8],CC1=CC=CC=C1.CCCCCCCC,KW0,1,0.996,1,1,-0.704,568.74,570.602773,572.5629298,574.6204703,576.7753946,579.0277027,581.3773946,583.8244703,586.3689298,589.010773,591.75,2.031,2.111880929,2.198207805,2.290521541,2.389436086,2.495651136,2.609967584,2.733306433,2.866732121,3.011481476,3.169
Toluene/Nonane                                            [TOL/C9],CC1=CC=CC=C1.CCCCCCCCC,KW0,1,1,1,1,-1.06,594.55,594.2697026,593.9894713,593.7093061,593.4292069,593.1491739,592.8692069,592.5893061,592.3094713,592.0297026,591.75,1.81,1.898202372,1.993691807,2.097360985,2.21025228,2.333590368,2.468823729,2.617678021,2.782225472,2.964976202,3.169
Toluene/Decane                                            [TOL/C10],CC1=CC=CC=C1.CCCCCCCCCC,KW0,1,1.026,1,1,-1.395,617.7,617.9094033,617.4956059,616.4586077,614.7984089,612.5150092,609.6084089,606.0786077,601.9256059,597.1494033,591.75,1.64,1.731744534,1.832208189,1.94262467,2.064467991,2.199513672,2.349919641,2.518334603,2.708045449,2.923181138,3.169
Octane/Nonane                                             [C8/C9],CCCCCCCC.CCCCCCCCC,KW0,1,1.000235044,1,1.001357085,0,594.55,591.9678298,589.3859196,586.8042695,584.2228794,581.6417494,579.0608794,576.4802695,573.8999196,571.3198298,568.74,1.81,1.829832817,1.850123042,1.870886661,1.892140412,1.91390183,1.9361893,1.959022102,1.982420474,2.006405664,2.031
Octane/Decane                                             [C8/C10],CCCCCCCC.CCCCCCCCCC,KW0,1,1.007186267,1,1.002553544,0,617.7,613.4797364,609.1093092,604.5887183,599.9179637,595.0970456,590.1259637,585.0047183,579.7333092,574.3117364,568.74,1.64,1.672538826,1.706314828,1.741399643,1.777870546,1.815811013,1.855311362,1.896469463,1.939391549,1.984193124,2.031
Nonane/Decane                                             [C9/C10],CCCCCCCCC.CCCCCCCCCC,KW0,1,1.000182392,1,1.00081052,0,617.7,615.385,613.0699999,610.7549999,608.4399999,606.1249999,603.8099999,601.4949999,599.1799999,596.865,594.55,1.64,1.655549359,1.671396397,1.687549744,1.70401837,1.720811594,1.73793911,1.755411,1.773237754,1.791430296,1.81
Nonane/Dodecane                                           [C9/C12],CCCCCCCCC.CCCCCCCCCCCC,KW0,0.999,1.01,1,1.005,0.15,658.1,652.6347527,647.0121797,641.2171532,635.2345335,629.0491687,622.6458947,616.0095352,609.124902,601.9767945,594.55,1.33,1.366862116,1.405677531,1.446604856,1.489820346,1.535520421,1.583924638,1.635279198,1.689861116,1.747983194,1.81
Decane/Dodecane                                           [C10/C12],CCCCCCCCCC.CCCCCCCCCCCC,KW0,1,0.998,1,1.005,0.35,658.1,653.7728872,649.5095773,645.3100701,641.1743659,637.1024645,633.0943659,629.1500701,625.2695773,621.4528872,617.7,1.33,1.355322912,1.381698487,1.409193471,1.437880381,1.467838135,1.499152776,1.531918296,1.566237578,1.602223464,1.64
